FLDATE,QC_modify_Date,ou,FLYPITCODE,Itemdesc,pt,dn,FLYPGRADE,grade_actual,Grade_Type,Department,BM_Line,repack,packingfor,FLYPNETWT
2025-07-25,2025-07-30,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,D,downgrade,WEAVING,LOOM-A1,1,Export,574.9
2025-08-30,2025-09-04,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A,Firstgrade,CUTTING,CUT-LINE3,1,Domestic,52.63
2025-06-08,2025-06-12,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,44.14
2026-02-02,2026-02-03,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,D,downgrade,FINISHING,STEAM-01,1,Export,213.1
2025-09-30,2025-10-01,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,D,Firstgrade,FINISHING,STEAM-01,1,Export,24.94
2025-09-08,2025-09-10,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,369.01
2025-09-24,2025-09-26,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,C,downgrade,DYEING,DYE-JET2,1,Export,47.93
2025-08-07,2025-08-11,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,14.65
2025-09-28,2025-09-29,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Export,13.61
2025-06-04,2025-06-05,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,327.31
2025-06-03,2025-06-04,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,342.8
2025-12-07,2025-12-11,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Export,22.28
2026-02-16,2026-02-18,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,190.46
2025-09-28,2025-10-01,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,101.25
2025-11-27,2025-12-02,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,B,downgrade,CUTTING,CUT-LINE3,1,Export,390.36
2025-08-05,2025-08-09,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Export,41.39
2025-12-14,2025-12-19,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,14.93
2025-11-27,2025-12-01,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,B,downgrade,KNITTING,KNIT-04,1,Export,67.8
2025-06-18,2025-06-23,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,85.55
2025-06-17,2025-06-22,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,CUTTING,CUT-LINE3,1,Export,165.57
2025-07-03,2025-07-08,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,123.47
2025-01-10,2025-01-12,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,D,downgrade,KNITTING,KNIT-04,1,Capt Packing,117.4
2025-10-11,2025-10-16,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,195.01
2025-11-12,2025-11-13,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,388.66
2025-08-01,2025-08-02,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,D,downgrade,KNITTING,KNIT-04,1,Export,373.45
2025-04-20,2025-04-23,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,15.32
2025-03-13,2025-03-15,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,178.91
2025-07-13,2025-07-15,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,347.5
2026-01-09,2026-01-12,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,150.68
2025-09-02,2025-09-03,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,527.28
2025-05-21,2025-05-23,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,A,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,104.86
2025-09-07,2025-09-11,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,296.96
2026-04-01,2026-04-06,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,287.92
2025-11-18,2025-11-22,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Export,139.29
2025-05-28,2025-06-02,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,165.39
2025-03-04,2025-03-07,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,95.02
2025-09-13,2025-09-16,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,26.68
2025-10-08,2025-10-09,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,1,Domestic,401.7
2025-09-11,2025-09-13,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,244.34
2025-03-22,2025-03-24,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,485.07
2025-08-25,2025-08-26,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,16.93
2025-12-11,2025-12-13,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,B,downgrade,KNITTING,KNIT-04,1,Export,36.7
2025-03-21,2025-03-25,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Domestic,18.19
2025-11-05,2025-11-06,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,21.5
2025-07-09,2025-07-10,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,155.33
2025-05-30,2025-06-03,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,D,downgrade,WEAVING,LOOM-A1,1,Export,140.53
2025-08-13,2025-08-16,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,1,Domestic,17.08
2025-11-13,2025-11-17,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,FINISHING,STEAM-01,1,Domestic,64.88
2025-06-24,2025-06-27,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,162.15
2025-10-24,2025-10-28,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,128.57
2025-08-11,2025-08-14,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,D,downgrade,KNITTING,KNIT-04,1,Capt Packing,205.69
2025-04-03,2025-04-07,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A,Firstgrade,FINISHING,STEAM-01,1,Export,83.01
2025-06-23,2025-06-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,C,downgrade,WEAVING,LOOM-A1,1,Capt Packing,411.03
2025-07-30,2025-08-01,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,95.11
2025-07-04,2025-07-09,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,21.18
2025-10-07,2025-10-08,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,DYEING,DYE-JET2,1,Domestic,306.22
2025-12-15,2025-12-19,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,107.94
2026-01-30,2026-02-03,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,193.25
2025-07-08,2025-07-13,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,442.67
2025-07-09,2025-07-12,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,569.21
2025-10-10,2025-10-12,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,75.58
2026-03-09,2026-03-13,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,145.58
2025-04-11,2025-04-15,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,364.86
2025-08-27,2025-08-30,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,89.5
2025-12-10,2025-12-15,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,299.89
2026-01-23,2026-01-25,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,B,downgrade,DYEING,DYE-JET2,1,Domestic,161.26
2026-01-19,2026-01-21,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,WEAVING,LOOM-A1,1,Export,61.91
2025-03-30,2025-04-03,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,26.86
2026-02-14,2026-02-17,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,D,downgrade,WEAVING,LOOM-A1,1,Domestic,117.46
2025-08-28,2025-08-31,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,268.08
2025-09-03,2025-09-08,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,85.2
2025-10-20,2025-10-23,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,FINISHING,STEAM-01,1,Export,15.3
2025-09-30,2025-10-01,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A1,downgrade,FINISHING,STEAM-01,1,Capt Packing,465.28
2026-01-07,2026-01-10,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,124.15
2025-03-26,2025-03-28,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,455.92
2025-01-30,2025-01-31,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,B,downgrade,KNITTING,KNIT-04,1,Export,14.54
2025-08-18,2025-08-20,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,379.43
2025-08-16,2025-08-21,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Domestic,36.76
2025-10-27,2025-10-29,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,47.13
2025-07-06,2025-07-10,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,9.99
2025-07-29,2025-08-02,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,17.04
2025-08-23,2025-08-26,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,89.59
2025-07-12,2025-07-16,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,85.69
2025-09-09,2025-09-11,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,239.02
2025-08-24,2025-08-27,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,C,downgrade,WEAVING,LOOM-A1,1,Capt Packing,270.02
2025-05-26,2025-05-30,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,C,downgrade,KNITTING,KNIT-04,1,Domestic,41.47
2026-01-06,2026-01-08,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,319.31
2025-07-29,2025-07-30,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,102.04
2026-01-21,2026-01-25,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,C,downgrade,FINISHING,STEAM-01,1,Capt Packing,110.03
2025-12-05,2025-12-08,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,A1,Firstgrade,WEAVING,LOOM-A1,1,Domestic,62.91
2026-01-04,2026-01-05,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,552.89
2025-08-15,2025-08-20,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,437.34
2025-04-26,2025-04-30,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,C,Firstgrade,CUTTING,CUT-LINE3,0,Export,46.08
2025-09-29,2025-09-30,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,C,downgrade,FINISHING,STEAM-01,1,Export,148.6
2026-02-26,2026-03-01,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,FINISHING,STEAM-01,1,Capt Packing,19.42
2025-06-15,2025-06-19,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Export,62.23
2025-11-09,2025-11-12,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,C,downgrade,FINISHING,STEAM-01,1,Domestic,31.85
2025-03-06,2025-03-09,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,120.58
2025-04-25,2025-04-29,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,D,D,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,126.62
2025-05-29,2025-06-02,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,A1,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,5.02
2026-01-25,2026-01-27,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,14.33
2025-12-04,2025-12-06,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,A,Firstgrade,KNITTING,KNIT-04,1,Domestic,83.68
2025-07-30,2025-08-02,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,198.03
2025-03-22,2025-03-25,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,87.59
2025-08-31,2025-09-01,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,B,downgrade,FINISHING,STEAM-01,1,Capt Packing,167.93
2025-06-20,2025-06-25,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,23.0
2025-09-29,2025-10-01,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,WEAVING,LOOM-A1,1,Export,452.26
2025-08-03,2025-08-04,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,45.15
2025-09-05,2025-09-08,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,1,Export,93.67
2025-07-31,2025-08-01,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,138.84
2025-07-25,2025-07-29,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,159.26
2025-06-13,2025-06-14,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Domestic,11.73
2025-09-06,2025-09-08,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,29.78
2025-12-12,2025-12-13,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,D,downgrade,WEAVING,LOOM-A1,1,Export,355.55
2025-12-01,2025-12-04,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Domestic,58.97
2025-12-06,2025-12-10,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,30.49
2025-07-17,2025-07-18,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,B,downgrade,FINISHING,STEAM-01,1,Export,13.16
2026-01-22,2026-01-24,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,216.8
2025-03-06,2025-03-07,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,556.57
2025-09-04,2025-09-08,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,C,downgrade,KNITTING,KNIT-04,1,Export,7.41
2025-10-18,2025-10-22,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,78.75
2026-02-17,2026-02-19,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,286.17
2025-04-04,2025-04-09,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,B,downgrade,DYEING,DYE-JET2,1,Export,22.99
2025-08-20,2025-08-21,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A1,downgrade,KNITTING,KNIT-04,1,Domestic,421.33
2026-01-25,2026-01-26,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,143.72
2025-10-20,2025-10-24,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,18.7
2025-09-23,2025-09-28,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,A,Firstgrade,FINISHING,STEAM-01,1,Export,349.58
2025-08-16,2025-08-21,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,D,downgrade,FINISHING,STEAM-01,1,Export,432.26
2025-10-07,2025-10-09,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,93.55
2025-08-07,2025-08-10,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,D,downgrade,KNITTING,KNIT-04,1,Capt Packing,161.39
2025-08-02,2025-08-07,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,168.45
2025-08-19,2025-08-23,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,C,downgrade,FINISHING,STEAM-01,1,Export,108.15
2025-04-05,2025-04-08,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,B,Firstgrade,FINISHING,STEAM-01,1,Domestic,55.44
2025-08-13,2025-08-16,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,D,downgrade,DYEING,DYE-JET2,1,Domestic,35.48
2025-12-07,2025-12-12,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,54.76
2025-03-15,2025-03-20,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,12.8
2025-12-27,2025-12-30,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,10.83
2025-09-25,2025-09-28,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,B,downgrade,FINISHING,STEAM-01,1,Domestic,180.57
2025-11-07,2025-11-09,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,70.59
2026-02-07,2026-02-10,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,FINISHING,STEAM-01,1,Capt Packing,22.12
2026-01-23,2026-01-26,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,DYEING,DYE-JET2,1,Domestic,36.93
2026-01-13,2026-01-16,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,112.41
2025-08-16,2025-08-20,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,608.65
2025-11-13,2025-11-17,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,63.88
2025-08-23,2025-08-24,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,1,Domestic,428.08
2025-11-07,2025-11-11,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,185.07
2025-12-09,2025-12-13,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,D,downgrade,FINISHING,STEAM-01,1,Export,21.64
2025-09-21,2025-09-26,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,56.52
2025-08-09,2025-08-10,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,226.58
2026-01-12,2026-01-14,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,23.93
2025-09-06,2025-09-11,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,176.34
2025-09-14,2025-09-16,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,98.46
2025-07-24,2025-07-28,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,111.77
2025-03-12,2025-03-14,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Export,82.61
2025-07-30,2025-08-01,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,71.16
2025-10-22,2025-10-23,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,FINISHING,STEAM-01,1,Domestic,17.39
2025-07-04,2025-07-07,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,A,Firstgrade,KNITTING,KNIT-04,1,Export,34.31
2026-03-10,2026-03-13,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,486.61
2025-10-19,2025-10-21,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,B,downgrade,FINISHING,STEAM-01,1,Export,449.73
2025-10-26,2025-10-31,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,435.48
2025-06-18,2025-06-20,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,1,Domestic,81.2
2025-07-18,2025-07-20,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,13.02
2025-05-24,2025-05-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,500.91
2025-05-28,2025-05-30,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,614.65
2026-01-04,2026-01-05,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,176.2
2025-04-14,2025-04-19,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,146.38
2025-02-16,2025-02-21,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,382.02
2025-10-20,2025-10-24,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,43.01
2025-06-23,2025-06-28,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,65.17
2025-02-25,2025-02-26,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,165.05
2025-12-23,2025-12-26,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,33.91
2026-01-18,2026-01-23,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,51.09
2025-03-13,2025-03-17,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,82.88
